명칭,종별,전체,전화번호,도로명주소,x,y
연세마디신경외과의원,의원,0,053-614-5355,대구광역시 달성군 유가읍 테크노상업로 98,128.460099496,35.693232913
이미경정신건강의학과의원,의원,0,053-584-0505,"대구광역시 달성군 다사읍 달구벌대로 866, C&B타워 602호",128.464144201,35.858153649
늘편한연합의원,의원,0,053-631-9119,"대구광역시 달성군 화원읍 비슬로 2578, 2층",128.498815347,35.803379749
엠허브의원,의원,29,053-716-6330,"대구광역시 달성군 현풍읍 테크노상업로 30, 3~5층 테크노상업로26&7층일부)호",128.453866952,35.691771484
옥포김내과의원,의원,0,053-615-8080,"대구광역시 달성군 옥포읍 돌미상업로2길 1, 퀀텀타워 2층",128.442408479,35.782386414
에스엠정신건강의학과의원,의원,0,053-611-0800,"대구광역시 달성군 유가읍 테크노상업로 120, 테크노폴리스 M스퀘어+ 402호",128.462921338,35.693092299
행복한소아청소년과의원,의원,0,053-527-7388,대구광역시 달성군 다사읍 세천남로 14,128.477323069,35.873169164
척앤추제일신경외과의원,의원,0,053-753-1110,대구광역시 달성군 화원읍 비슬로 2727,128.513053398,35.809946212
서재동산연합정형외과의원,의원,0,053-593-0100,"대구광역시 달성군 다사읍 서재로20길 1, 2층",128.497243810,35.871666944
행복드림연합소아청소년과의원,의원,29,053-616-1010,"대구광역시 달성군 현풍읍 테크노상업로 30, 6.7층",128.453866952,35.691771484
김영철소아청소년과의원,의원,0,053-616-8400,"대구광역시 달성군 유가읍 테크노상업로 110, 306호",128.461569317,35.693161633
화원대찬정형외과의원,의원,0,053-637-7582,"대구광역시 달성군 화원읍 비슬로 2593, 3층",128.500106088,35.804530190
맑은하루신경과의원,의원,0,053-593-7575,"대구광역시 달성군 다사읍 달구벌대로 866, 씨앤비타워 2층 202호",128.464144201,35.858153649
탑마취통증의학과의원,의원,0,053-611-4554,"대구광역시 달성군 유가읍 테크노상업로 108, 402,403호",128.461109730,35.693200104
더나은이비인후과의원,의원,5,053-632-8275,대구광역시 달성군 화원읍 비슬로 2579-4,128.499014129,35.803909397
테크노365의원,의원,0,053-611-7585,"대구광역시 달성군 유가읍 테크노순환로12길 3, 테크노플라자3 3,4층",128.470154274,35.693926985
루나산부인과의원,의원,0,053-615-8575,"대구광역시 달성군 유가읍 테크노상업로 120, 엠스퀘어플러스 304호",128.462921338,35.693092299
대구정신병원,정신병원,358,053-630-3000,"대구광역시 달성군 화원읍 명천로 58, 대구광역시 시립희망원, 대구정신병원",128.509841439,35.805511468
제이 미주병원,정신병원,248,053-592-7119,대구광역시 달성군 다사읍 달구벌대로 893,128.466543380,35.857160691
성요셉요양병원,요양병원,197,053-615-4871,대구광역시 달성군 논공읍 논공로 210,128.454360898,35.721463839
의료법인가창삼성의료재단 가창삼성요양병원,요양병원,275,053-762-1400,대구광역시 달성군 가창면 가창로57길 50,128.659031737,35.736960281
현풍요양병원,요양병원,183,053-615-0700,"대구광역시 달성군 현풍읍 테크노공원로 21, 2~6층",128.455425213,35.691344489
달성요양병원,요양병원,204,053-626-9988,대구광역시 달성군 논공읍 달성군청로1길 8,128.428724865,35.777229456
이로운요양병원,요양병원,199,053-572-1100,"대구광역시 달성군 다사읍 달구벌대로 893, 3-7층",128.466543380,35.857160691
화원참사랑요양병원,요양병원,123,053-625-9000,대구광역시 달성군 화원읍 비슬로 2525,128.493314812,35.801866778
가창파티마요양병원,요양병원,176,053-295-7000,대구광역시 달성군 가창면 가창로85길 24-6,128.649853832,35.750007780
문양요양병원,요양병원,199,053-582-7777,"대구광역시 달성군 다사읍 달구벌대로109길 12-6, 1~4층",128.440403310,35.852902642
다사요양병원,요양병원,181,053-218-9900,"대구광역시 달성군 다사읍 왕선로 31, 2~7층",128.464252282,35.862352937
열린중앙병원,병원,74,053-614-0075,대구광역시 달성군 논공읍 논공로 743,128.446510234,35.729141752
한솔병원,병원,99,053-560-1100,대구광역시 달성군 다사읍 달구벌대로 895,128.466834353,35.856942936
화원연세병원,병원,114,053-640-8000,대구광역시 달성군 화원읍 비슬로 2525,128.493314812,35.801866778
행복한 병원,병원,42,053-210-8000,"대구광역시 달성군 유가읍 테크노순환로12길 4, 5~6층",128.470627143,35.693290280
지혜로운아동병원,병원,37,053-716-1119,"대구광역시 달성군 현풍읍 테크노상업로 46, 테크노메디칼센터 3~4층",128.454756371,35.692715195
온데이한의원,한의원,26,053-643-3375,"대구광역시 달서구 월곡로 260, 2층 (상인동)",128.539322889,35.817784859
더편한한의원,한의원,10,053-522-1075,"대구광역시 달서구 용산로 226, 2,3,4층 (용산동)",128.530851043,35.857830677
깨끗안한의원,한의원,8,053-638-6675,"대구광역시 달서구 월배로 63, 3층 (진천동)",128.521460238,35.813925907
보성한의원,한의원,0,053-656-3266,대구광역시 달서구 성당로 213 (두류동),128.573282511,35.851386010
제영한의원,한의원,0,053-623-2873,대구광역시 달서구 달구벌대로 1870 (두류동),128.569205761,35.860965843
노한의원,한의원,0,053-622-4182,대구광역시 달서구 달구벌대로 1692 (두류동),128.551117529,35.855030634
손한의원,한의원,0,053-633-0156,대구광역시 달서구 월배로 75 (진천동),128.522683270,35.814084433
손채형한의원,한의원,0,053-625-6253,대구광역시 달서구 달구벌대로 1864 (두류동),128.568759334,35.860880890
동일한의원,한의원,0,053-559-7289,대구광역시 달서구 죽전길 21 (죽전동),128.540768947,35.852744355
영천한의원,한의원,0,053-631-0124,"대구광역시 달서구 월배로 180, 3층 (상인동)",128.533491829,35.817256782
신한의원,한의원,0,053-624-8688,대구광역시 달서구 월배로 334 (송현동),128.547047783,35.824983852
대송한의원,한의원,0,053-625-6056,"대구광역시 달서구 구마로 199 (성당동, 1,2층)",128.549613738,35.837519703
여대원한의원,한의원,0,053-641-1075,"대구광역시 달서구 월배로 133, 1,2층 (진천동)",128.528765533,35.815705674
서진한의원,한의원,0,053-651-8688,"대구광역시 달서구 월배로 335, 1층 (송현동)",128.546438582,35.825525949
성주한의원,한의원,0,053-559-0904,"대구광역시 달서구 당산로 165, 1층 (감삼동)",128.547951604,35.851594816
오덕한의원,한의원,0,053-654-6039,"대구광역시 달서구 송현동길 13, 2층 (송현동)",128.549875187,35.830280288
제민한의원,한의원,0,053-621-8121,대구광역시 달서구 월배로 414 (송현동),128.552100180,35.831009469
수정한의원,한의원,0,053-628-2585,"대구광역시 달서구 월배로 364-1, 2층 (송현동)",128.549012260,35.827367175
성심한의원,한의원,0,053-632-6275,"대구광역시 달서구 상화로 371, 110동 105호 (상인동, 비둘기아파트상가)",128.553829347,35.809464024
우남한의원,한의원,0,053-626-6688,대구광역시 달서구 월배로 425 (송현동),128.552302909,35.832136992
서남한의원,한의원,0,053-561-8868,대구광역시 달서구 달구벌대로 1641 (감삼동),128.545514788,35.853649156
제원당한의원,한의원,0,053-637-2805,"대구광역시 달서구 상인서로 94, 203호 (상인동)",128.541783594,35.819165609
우성한의원,한의원,0,053-581-0124,"대구광역시 달서구 성서로 430, 1층 (이곡동)",128.507655582,35.855867054
수민제세한의원,한의원,0,053-527-8687,대구광역시 달서구 와룡로 23(본동),128.536721926,35.834570882
달구벌한의원,한의원,0,053-584-1807,"대구광역시 달서구 달구벌대로 1282, 3층 (이곡동)",128.507603186,35.851242315
보생조한의원,한의원,0,053-564-0401,"대구광역시 달서구 달구벌대로 1607, 1층 (감삼동)",128.542047146,35.852424330
김종봉한의원,한의원,0,053-584-7800,대구광역시 달서구 성서로 436 (이곡동),128.507687554,35.856512209
가야한의원,한의원,0,053-629-8275,"대구광역시 달서구 달구벌대로 1804, 2층 (두류동)",128.562304085,35.859117017
김인섭한의원,한의원,0,053-641-5566,대구광역시 달서구 학산로 17 (월성동),128.531090032,35.827508041
보명한의원,한의원,0,053-635-1188,"대구광역시 달서구 월배로 169, 3층 (진천동)",128.532282180,35.817285721
우리들한의원,한의원,0,053-521-4883,"대구광역시 달서구 용산로 235, 2층 (용산동)",128.530281410,35.858500388
고금당한의원,한의원,0,053-633-7100,대구광역시 달서구 도원로 29 (도원동),128.535978898,35.807176571
상원한의원,한의원,0,053-586-0467,대구광역시 달서구 서당로 47 (신당동),128.495437190,35.856028822
비비통김근모한의원,한의원,0,053-642-6494,대구광역시 달서구 도원로 20 (도원동),128.535494631,35.808005805
우한의원,한의원,0,053-636-2500,"대구광역시 달서구 월배로 220, 2층 (상인동)",128.537527563,35.818578984
제남한의원,한의원,0,053-631-7582,"대구광역시 달서구 도원로 30, 201호 (도원동, 대곡프라자)",128.535321878,35.807184576
해인한의원,한의원,0,053-635-7500,대구광역시 달서구 월배로 250 (상인동),128.540390063,35.819149317
용산한의원,한의원,0,053-586-8275,"대구광역시 달서구 성지로 82, 2층 (용산동)",128.521321245,35.856534647
정인배한의원,한의원,0,053-588-1075,대구광역시 달서구 성지로 66-1 (용산동),128.521371113,35.855133722
예맥중앙한의원,한의원,0,053-637-3772,"대구광역시 달서구 상원로 15, 2층 (상인동)",128.536123158,35.811344331
용산부부한의원,한의원,0,053-521-5800,"대구광역시 달서구 용산로 194, 2층 (용산동)",128.530858360,35.854738596
해조한의원,한의원,0,053-637-6573,"대구광역시 달서구 월성로 36, 207호 (월성동)",128.531468358,35.831717502
계해정한의원,한의원,0,053-582-2666,"대구광역시 달서구 달구벌대로 1530, 301동 304호 (감삼동)",128.532922853,35.848597866
명문당한의원,한의원,0,053-639-1075,"대구광역시 달서구 상인서로 46, 110동 202호 (상인동, 상인서한상가)",128.543751882,35.815280368
청도한의원,한의원,0,053-632-4800,대구광역시 달서구 월곡로 184 (상인동),128.544828924,35.812655384
호랑이한의원,한의원,0,053-629-8787,대구광역시 달서구 조암로 28 (월성동),128.526648060,35.825319303
이철상한의원,한의원,0,053-636-1975,대구광역시 달서구 월곡로26길 37 (상인동),128.550593083,35.808693936
행복한의원,한의원,0,053-636-4098,"대구광역시 달서구 송현로 113, 206호 (송현동, 주공상가)",128.543714728,35.827267002
용진한의원,한의원,0,053-591-6404,"대구광역시 달서구 호산로 125, 207호 (파호동, 삼성명가상가)",128.477666052,35.851497984
보람한의원,한의원,0,053-567-2233,"대구광역시 달서구 달구벌대로 1657, 2층 (감삼동)",128.547231742,35.854396516
세도나한의원,한의원,0,053-635-7510,"대구광역시 달서구 학산로 14, A동 202호 (월성동)",128.531459928,35.826474727
전병욱한의원,한의원,0,053-592-0058,대구광역시 달서구 계대동문로 98 (이곡동),128.503102021,35.855175304
다정한의원,한의원,0,053-633-8575,"대구광역시 달서구 한실로 97, 2층 (도원동)",128.537323986,35.806959697
정우영한의원,한의원,0,053-522-3335,"대구광역시 달서구 달구벌대로 1530, 301동 310호 (감삼동, 삼정브리티시상가)",128.532922853,35.848597866
만수한의원,한의원,0,053-639-3383,"대구광역시 달서구 한실로 89, 2층 (도원동)",128.536427960,35.807045190
안제한의원,한의원,0,053-629-1075,"대구광역시 달서구 구마로 195, 2층 (성당동)",128.549145018,35.837507789
청담한의원,한의원,0,053-525-0725,대구광역시 달서구 한들로 70 (장기동),128.528113264,35.843864824
관덕한의원,한의원,0,053-581-9988,대구광역시 달서구 계대동문로 30 (신당동),128.495414818,35.855325976
도규한의원,한의원,0,053-653-8275,대구광역시 달서구 달구벌대로344길 25 (두류동),128.553098746,35.855148262
백천침구과한의원,한의원,0,053-634-7585,"대구광역시 달서구 상화북로 185, 201호 (상인동)",128.545717636,35.813302407
이승우한의원,한의원,0,053-626-1275,"대구광역시 달서구 성당로 3, 2층 (성당동)",128.557516106,35.837969116
어깻바람한의원,한의원,0,053-626-7896,대구광역시 달서구 성당로 191 (성당동),128.571667638,35.850201336
성원한의원,한의원,0,053-651-3733,"대구광역시 달서구 송현로 52, 1층 (송현동)",128.546803345,35.823091720
삼주한의원,한의원,0,053-623-7171,대구광역시 달서구 달구벌대로 1728 (두류동),128.554669522,35.856488173
태백한의원,한의원,0,053-593-8575,"대구광역시 달서구 계대동문로 92, 2층 (이곡동)",128.502496266,35.855079875
진천이석한의원,한의원,0,053-639-7510,"대구광역시 달서구 월배로28안길 54, 2층 (진천동)",128.527879019,35.813247964
장안한의원,한의원,0,053-555-0674,대구광역시 달서구 당산로 81 (감삼동),128.544380855,35.844846439
김기호한의원,한의원,0,053-746-0074,"대구광역시 달서구 계대동문로 120, 5층 (이곡동)",128.505577507,35.855110287
일침당한의원,한의원,0,053-568-1717,"대구광역시 달서구 계대동문로 110, 2층층 (이곡동)",128.504397462,35.855066109
